station,year,severity,collision,road_type,lat,lng
Peenya,2023,Simple Injury,Hit pedestrian,Not Applicable,13.006177,77.505207
Peenya,2023,Simple Injury,Hit pedestrian,NH,13.042964,77.512926
Peenya,2023,Simple Injury,Vehicle to Vehicle,NH,13.047656,77.500015
Peenya,2023,Fatal,Hit pedestrian,NH,13.045043,77.50833
Peenya,2023,Simple Injury,Vehicle to Vehicle,Others,13.036013,77.521221
Peenya,2023,Simple Injury,Hit pedestrian,Others,13.030985,77.512767
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Others,13.036372,77.492323
Peenya,2023,Grievous Injury,Hit pedestrian,NH,13.042735,77.513107
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Others,13.04360191,77.5254069
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Expressway,13.03472,77.529693
Peenya,2023,Simple Injury,Vehicle to Vehicle,One way,13.043381,77.511721
Peenya,2023,Simple Injury,Vehicle to Vehicle,NH,13.041928,77.515997
Peenya,2023,Simple Injury,Vehicle to Vehicle,NH,13.037324,77.523518
Peenya,2023,Fatal,Not Applicable,Others,13.008645,77.509407
Peenya,2023,Simple Injury,Vehicle to Vehicle,Others,13.028142,77.326548
Peenya,2023,Simple Injury,Vehicle to Vehicle,NH,13.048483,77.498991
Peenya,2023,Not Applicable,Vehicle to Vehicle,Others,13.051238,77.507346
Peenya,2023,Simple Injury,Vehicle to Vehicle,Residential Street,13.0238917,77.5105093
Peenya,2023,Simple Injury,Vehicle to Vehicle,Not Applicable,13.0225,77.5039
Peenya,2023,Grievous Injury,Hit pedestrian,Residential Street,13.01398,77.4991
Peenya,2023,Fatal,Not Applicable,Others,13.020816,77.518718
Peenya,2023,Simple Injury,Vehicle to Vehicle,Others,13.041602,77.50486
Peenya,2023,Fatal,Vehicle to Vehicle,NH,13.042734,77.513708
Peenya,2023,Grievous Injury,Vehicle to Vehicle,NH,13.0466,77.5033
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Others,13.028434,77.48874
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Others,13.05171,77.507785
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Others,13.006049,77.497921
Peenya,2023,Damage Only,Vehicle to Vehicle,Not Applicable,13.037841,77.522254
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Not Applicable,13.030958,77.512633
Peenya,2023,Grievous Injury,Hit pedestrian,Residential Street,12.985316,77.489904
Peenya,2023,Grievous Injury,Vehicle to Vehicle,NH,13.045427,77.514669
Peenya,2023,Fatal,Vehicle to Vehicle,NH,13.0504526,77.4927517
Peenya,2023,Simple Injury,Vehicle to Vehicle,Others,13.03592,77.513094
Peenya,2023,Simple Injury,Vehicle to Vehicle,NH,13.045692,77.506385
Peenya,2023,Grievous Injury,Vehicle to Vehicle,NH,13.042301,77.514585
Peenya,2023,Grievous Injury,Hit pedestrian,Others,13.034974,77.52373
Peenya,2023,Simple Injury,Vehicle to Vehicle,NH,13.044668,77.509103
Peenya,2023,Not Applicable,Vehicle to Vehicle,NH,13.042314,77.5146
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Service Road,13.049158,77.496575
Peenya,2023,Grievous Injury,Vehicle to Vehicle,NH,13.04474,77.50915
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Two way,13.022404,77.509474
Peenya,2023,Simple Injury,Vehicle to Vehicle,NH,13.047167,77.501462
Peenya,2023,Fatal,Vehicle to Vehicle,Others,13.052491,77.50792
Peenya,2023,Fatal,Vehicle to Vehicle,NH,13.043295,77.511473
Peenya,2023,Fatal,Hit pedestrian,Others,13.056789,77.501523
Peenya,2023,Simple Injury,Vehicle to Vehicle,NH,13.037973,77.521931
Peenya,2023,Fatal,Not Applicable,Others,13.04389,77.510283
Peenya,2023,Grievous Injury,Vehicle to Vehicle,Others,13.048553,77.518398
Pulikeshinagar,2017,Fatal,Hit and Run,City or Town Road,12.99355,77.61132
Pulikeshinagar,2018,Fatal,Head on,City or Town Road,13.000861,77.612874
Pulikeshinagar,2018,Fatal,Hit and Run,City or Town Road,13.0030491,77.6197124
Pulikeshinagar,2018,Grievous Injury,Hit and Run,City or Town Road,12.984056,77.614901
Pulikeshinagar,2018,Damage Only,Hit parked vehicle,City or Town Road,12.996492,77.609033
Pulikeshinagar,2018,Fatal,Hit and Run,City or Town Road,12.985788,77.609132
Pulikeshinagar,2018,Grievous Injury,Overturning,City or Town Road,13.000136,77.620296
Pulikeshinagar,2019,Fatal,Not Applicable,Residential Street,12.999624,77.615917
Pulikeshinagar,2019,Grievous Injury,Hit pedestrian,Residential Street,13.001522,77.621454
Pulikeshinagar,2019,Grievous Injury,Vehicle to Vehicle,Others,12.991946,77.601048
Pulikeshinagar,2019,Fatal,Hit pedestrian,Residential Street,12.98439,77.61432
Pulikeshinagar,2019,Fatal,Not Applicable,Residential Street,12.994926,77.616104
Pulikeshinagar,2020,Damage Only,Vehicle to Vehicle,Two way,13.000383,77.617802
Pulikeshinagar,2020,Fatal,Not Applicable,Residential Street,13.007289,77.623198
Pulikeshinagar,2020,Simple Injury,Vehicle to Vehicle,Two way,13.001049,77.611912
Pulikeshinagar,2020,Fatal,Vehicle to Vehicle,Two way,12.998147,77.623208
Pulikeshinagar,2020,Grievous Injury,Vehicle to Vehicle,Residential Street,12.99525,77.60831
Pulikeshinagar,2020,Fatal,Hit pedestrian,Two way,13.006426,77.620979
Pulikeshinagar,2020,Fatal,Hit pedestrian,Two way,12.9987859,77.620971
Pulikeshinagar,2021,Fatal,Vehicle to Vehicle,Sub Arterial,13.005948,77.620649
Pulikeshinagar,2021,Fatal,Not Applicable,Residential Street,13.000621,77.629394
Pulikeshinagar,2021,Fatal,Hit pedestrian,Others,12.987497,77.616532
Pulikeshinagar,2021,Fatal,Not Applicable,Two way,12.9918386,77.610502
Pulikeshinagar,2021,Grievous Injury,Hit pedestrian,Residential Street,12.983472,77.612674
Pulikeshinagar,2021,Fatal,Hit pedestrian,Residential Street,12.994234,77.613362
Pulikeshinagar,2022,Grievous Injury,Hit pedestrian,Sub Arterial,12.988464,77.6177224
Pulikeshinagar,2022,Grievous Injury,Hit pedestrian,Residential Street,12.9852674,77.6187623
Pulikeshinagar,2022,Grievous Injury,Vehicle to Vehicle,Sub Arterial,12.98404,77.61761
Pulikeshinagar,2022,Fatal,Hit pedestrian,Sub Arterial,12.990719,77.609327
Pulikeshinagar,2022,Fatal,Hit pedestrian,Others,13.002599,77.612107
Pulikeshinagar,2023,Fatal,Not Applicable,Arterial,12.996085,77.617518
Pulikeshinagar,2023,Grievous Injury,Not Applicable,Sub Arterial,12.989106,77.609855
Pulikeshinagar,2023,Grievous Injury,Hit pedestrian,Two way,13.001331,77.629204
Pulikeshinagar,2023,Simple Injury,Vehicle to Vehicle,One way,12.993523,77.607382
Pulikeshinagar,2023,Grievous Injury,Vehicle to Vehicle,One way,12.987695,77.618145
Pulikeshinagar,2023,Grievous Injury,Vehicle to Vehicle,Two way,13.00085,77.611496
Pulikeshinagar,2023,Grievous Injury,Hit pedestrian,One way,12.99167,77.607138
Pulikeshinagar,2023,Damage Only,Vehicle to Vehicle,Two way,12.993525,77.607391
Pulikeshinagar,2023,Grievous Injury,Not Applicable,One way,12.999902,77.610872
Pulikeshinagar,2023,Grievous Injury,Vehicle to Vehicle,Arterial,12.990584,77.613912
Pulikeshinagar,2023,Grievous Injury,Vehicle to Vehicle,Arterial,13.003822,77.620093
Pulikeshinagar,2023,Simple Injury,Vehicle to Vehicle,Two way,13.002819,77.622143
R T Nagar,2016,Grievous Injury,Hit and Run,City or Town Road,13.025611,77.585235
R T Nagar,2016,Simple Injury,Others,Arterial,13.018994,77.572467
R T Nagar,2016,Simple Injury,Others,Expressway,13.027011,77.58575
R T Nagar,2016,Simple Injury,Not Applicable,City or Town Road,13.041394,77.58796
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.009157,77.594547
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.033178,77.88174
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.035875,77.589097
R T Nagar,2016,Fatal,Others,City or Town Road,13.027011,77.58575
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.018994,77.572467
R T Nagar,2016,Simple Injury,Not Applicable,Feeder Road,13.024189,77.596961
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.03345,77.575954
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.020666,77.592423
R T Nagar,2016,Not Applicable,Hit and Run,City or Town Road,13.027011,77.58575
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.001338,77.594526
R T Nagar,2016,Simple Injury,Not Applicable,City or Town Road,13.033178,77.88174
R T Nagar,2016,Simple Injury,Rear end,Arterial,13.025611,77.585235
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.039282,77.589462
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.004286,77.604289
R T Nagar,2016,Damage Only,Others,City or Town Road,13.037735,77.574152
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.01844,77.598882
R T Nagar,2016,Simple Injury,Not Applicable,City or Town Road,13.025611,77.585235
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.028391,77.871223
R T Nagar,2016,Fatal,Hit and Run,City or Town Road,13.001338,77.594526
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.028391,77.871223
R T Nagar,2016,Damage Only,Not Applicable,City or Town Road,13.016976,77.583947
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.039282,77.589462
R T Nagar,2016,Fatal,Hit and Run,City or Town Road,13.020666,77.592423
R T Nagar,2016,Fatal,Others,City or Town Road,13.028642,77.586136
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.025611,77.585235
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.024889,77.592884
R T Nagar,2016,Grievous Injury,Head on,Sub Arterial,13.031872,77.576866
R T Nagar,2016,Damage Only,Hit and Run,City or Town Road,13.039282,77.589462
R T Nagar,2016,Simple Injury,Head on,City or Town Road,13.02387,77.576866
R T Nagar,2016,Damage Only,Others,Arterial,13.002028,77.598817
R T Nagar,2016,Fatal,Hit and Run,City or Town Road,13.016245,77.59149
R T Nagar,2016,Damage Only,Others,City or Town Road,13.006147,77.592959
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.013443,77.593646
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.016976,77.583947
R T Nagar,2016,Damage Only,Hit and Run,City or Town Road,13.001338,77.594526
R T Nagar,2016,Simple Injury,Side swipe,Arterial,13.039282,77.589462
R T Nagar,2016,Simple Injury,Not Applicable,City or Town Road,13.019172,77.583969
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.035875,77.589097
R T Nagar,2016,Damage Only,Others,City or Town Road,13.028642,77.586136
R T Nagar,2016,Damage Only,Others,City or Town Road,13.028642,77.586136
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.006147,77.592959
R T Nagar,2016,Simple Injury,Not Applicable,Expressway,13.041394,77.58796
R T Nagar,2016,Damage Only,Others,City or Town Road,13.025611,77.585235
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.016976,77.583947
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.020666,77.59149
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.041394,77.58796
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.009157,77.594547
R T Nagar,2016,Simple Injury,Hit and Run,Feeder Road,13.022057,77.603817
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.025611,77.585235
R T Nagar,2016,Damage Only,Hit and Run,City or Town Road,13.022924,77.600834
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.03345,77.575954
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.024889,77.592884
R T Nagar,2016,Damage Only,Hit and Run,City or Town Road,13.016245,77.59149
R T Nagar,2016,Simple Injury,Side impact or Right angle,Arterial,13.016976,77.583947
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.001338,77.594526
R T Nagar,2016,Fatal,Hit and Run,City or Town Road,13.006147,77.592959
R T Nagar,2016,Damage Only,Others,City or Town Road,13.031872,77.576866
R T Nagar,2016,Damage Only,Others,City or Town Road,13.001338,77.594547
R T Nagar,2016,Damage Only,Others,City or Town Road,13.020666,77.592423
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.041394,77.58796
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.006147,77.592959
R T Nagar,2016,Simple Injury,Others,Arterial,13.01844,77.598882
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.033178,77.88174
R T Nagar,2016,Fatal,Hit and Run,City or Town Road,13.025611,77.585235
R T Nagar,2016,Fatal,Hit and Run,City or Town Road,13.025611,77.585235
R T Nagar,2016,Simple Injury,Not Applicable,City or Town Road,13.024189,77.596961
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.022809,77.584505
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.040411,77.579452
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.011865,77.593571
R T Nagar,2016,Damage Only,Others,Arterial,13.039282,77.589462
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.024189,77.600834
R T Nagar,2016,Grievous Injury,Others,City or Town Road,13.039282,77.58549962
R T Nagar,2016,Damage Only,Others,City or Town Road,13.006147,77.592959
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.033178,77.88174
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.040411,77.579452
R T Nagar,2016,Simple Injury,Hit and Run,City or Town Road,13.0009157,77.594547
R T Nagar,2016,Damage Only,Hit and Run,Expressway,12.999017,77.600105
R T Nagar,2016,Damage Only,Hit and Run,City or Town Road,13.033178,77.88174
R T Nagar,2016,Simple Injury,Not Applicable,City or Town Road,12.998097,77.606499
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.006147,77.592959
R T Nagar,2016,Simple Injury,Others,City or Town Road,13.028391,77.871223
R T Nagar,2016,Damage Only,Hit and Run,Expressway,12.995756,77.601714
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.024889,77.592884
R T Nagar,2017,Damage Only,Hit and Run,City or Town Road,13.024889,77.592884
R T Nagar,2017,Damage Only,Not Applicable,City or Town Road,13.039282,77.589462
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.027011,77.585235
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.024888,77.592884
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.026834,77.579741
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.025611,77.585235
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.020666,77.592423
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.019172,77.583969
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.025611,77.58575
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.033178,77.88174
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.016976,77.583947
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.011865,77.593571
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.041394,77.58796
R T Nagar,2017,Simple Injury,Not Applicable,City or Town Road,13.039282,77.589462
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.011854,77.595577
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.004558,77.599976
R T Nagar,2017,Fatal,Others,City or Town Road,13.036805,77.566019
R T Nagar,2017,Damage Only,Others,City or Town Road,13.039282,77.589462
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.009868,77.590653
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.006147,77.592959
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.024858,77.587563
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.03783,77.568326
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.040798,77.568326
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.001338,77.594526
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.020666,77.592423
R T Nagar,2017,Grievous Injury,Others,City or Town Road,12.999017,77.600105
R T Nagar,2017,Damage Only,Hit and Run,City or Town Road,13.020666,77.592423
R T Nagar,2017,Damage Only,Hit and Run,City or Town Road,13.019172,77.583947
R T Nagar,2017,Damage Only,Others,City or Town Road,13.025611,77.585235
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.042481,77.573251
R T Nagar,2017,Fatal,Hit and Run,City or Town Road,13.006147,77.600105
R T Nagar,2017,Damage Only,Others,City or Town Road,13.002028,77.598817
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.042481,77.580889
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.028642,77.58575
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.011844,77.598882
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.025611,77.585235
R T Nagar,2017,Simple Injury,Not Applicable,City or Town Road,13.009868,77.590653
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.025611,77.58575
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.042481,77.573266
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.039282,77.589927
R T Nagar,2017,Damage Only,Others,City or Town Road,13.022924,77.60239
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.027387,77.576866
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.009868,77.590653
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.035875,77.589097
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.02815,77.579937
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.020666,77.592423
R T Nagar,2017,Grievous Injury,Others,City or Town Road,12.999017,77.600105
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.024889,77.592884
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.011854,77.595577
R T Nagar,2017,Fatal,Hit and Run,City or Town Road,13.028642,77.586136
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.016245,77.59149
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.027011,77.58575
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.033178,77.88174
R T Nagar,2017,Grievous Injury,Not Applicable,City or Town Road,13.034129,77.871223
R T Nagar,2017,Damage Only,Hit and Run,City or Town Road,13.041226,77.589827
R T Nagar,2017,Simple Injury,Run Off Road,City or Town Road,13.006147,77.592959
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.006147,77.592959
R T Nagar,2017,Damage Only,Hit and Run,City or Town Road,13.006147,77.592959
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.01844,77.598882
R T Nagar,2017,Damage Only,Hit and Run,City or Town Road,13.035875,77.589097
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.041394,77.58796
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.022924,77.600834
R T Nagar,2017,Damage Only,Others,City or Town Road,13.027011,77.58575
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.02214,77.592423
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.0256611,77.58575
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.025611,77.585235
R T Nagar,2017,Grievous Injury,Not Applicable,City or Town Road,13.028642,77.586136
R T Nagar,2017,Damage Only,Hit and Run,City or Town Road,13.02809,77.584505
R T Nagar,2017,Simple Injury,Not Applicable,City or Town Road,13.020666,77.593646
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.024189,77.596961
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.01844,77.598882
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.001338,77.594526
R T Nagar,2017,Damage Only,Not Applicable,City or Town Road,13.041226,77.589462
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,12.99901,77.600105
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.026834,77.579741
R T Nagar,2017,Simple Injury,Hit and Run,Others,13.006147,77.592959
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.041551,77.57266
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.024503,77.572038
R T Nagar,2017,Damage Only,Others,City or Town Road,13.006147,77.592959
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.021712,77.603259
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.035875,77.589097
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.04155,77.57266
R T Nagar,2017,Damage Only,Hit and Run,City or Town Road,13.016245,77.59149
R T Nagar,2017,Grievous Injury,Others,City or Town Road,13.039282,77.589462
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.013443,77.593646
R T Nagar,2017,Fatal,Others,City or Town Road,13.016245,77.59149
R T Nagar,2017,Grievous Injury,Hit and Run,City or Town Road,13.033178,77.88174
R T Nagar,2017,Simple Injury,Hit and Run,City or Town Road,13.018994,77.572467
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.013443,77.593646
R T Nagar,2017,Damage Only,Not Applicable,City or Town Road,13.040411,77.579452
R T Nagar,2017,Simple Injury,Others,City or Town Road,13.025611,77.58575
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.024889,77.592884
R T Nagar,2018,Grievous Injury,Others,City or Town Road,13.028642,77.586136
R T Nagar,2018,Damage Only,Others,Others,13.009868,77.590653
R T Nagar,2018,Simple Injury,Not Applicable,City or Town Road,13.013778,77.587788
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.025611,77.585235
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.035875,77.589097
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.025611,77.58575
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.042481,77.573251
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.027011,77.58575
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.035875,77.5899097
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.001338,77.592959
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.028642,77.586136
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.030638,77.574238
R T Nagar,2018,Damage Only,Not Applicable,City or Town Road,13.025611,77.58575
R T Nagar,2018,Damage Only,Hit and Run,City or Town Road,13.004558,77.599976
R T Nagar,2018,Grievous Injury,Others,City or Town Road,13.026185,77.58899
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.025611,77.585235
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.039282,77.589462
R T Nagar,2018,Simple Injury,Others,City or Town Road,12.998892,77.608409
R T Nagar,2018,Grievous Injury,Head on,City or Town Road,13.041394,77.5876
R T Nagar,2018,Grievous Injury,Others,Others,13.027387,77.576866
R T Nagar,2018,Grievous Injury,Hit and Run,City or Town Road,13.01844,77.598882
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.035875,77.589097
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.016245,77.59149
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.041394,77.5876
R T Nagar,2018,Damage Only,Others,City or Town Road,13.040798,77.568498
R T Nagar,2018,Damage Only,Others,City or Town Road,13.009868,77.590653
R T Nagar,2018,Grievous Injury,Others,Others,13.033178,77.88174
R T Nagar,2018,Grievous Injury,Not Applicable,City or Town Road,13.011865,77.593571
R T Nagar,2018,Damage Only,Others,City or Town Road,13.033875,77.589097
R T Nagar,2018,Damage Only,Others,City or Town Road,13.006147,77.592959
R T Nagar,2018,Damage Only,Others,City or Town Road,12.995756,77.601717
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.040798,77.568498
R T Nagar,2018,Fatal,Others,Others,13.025611,77.585235
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.020629,77.603817
R T Nagar,2018,Not Applicable,Others,City or Town Road,13.041226,77.589827
R T Nagar,2018,Grievous Injury,Others,City or Town Road,13.026185,77.58899
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.020666,77.592423
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.011865,77.593571
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.027387,77.579741
R T Nagar,2018,Damage Only,Not Applicable,City or Town Road,12.998097,77.606499
R T Nagar,2018,Damage Only,Others,City or Town Road,13.006147,77.592959
R T Nagar,2018,Grievous Injury,Others,City or Town Road,12.999017,77.600105
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.001338,77.594526
R T Nagar,2018,Simple Injury,Others,Others,13.041226,77.589827
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.041551,77.573251
R T Nagar,2018,Damage Only,Others,City or Town Road,13.006147,77.592959
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.011865,77.593571
R T Nagar,2018,Grievous Injury,Hit and Run,City or Town Road,13.022057,77.60239
R T Nagar,2018,Fatal,Others,City or Town Road,13.02214,77.59253
R T Nagar,2018,Fatal,Others,City or Town Road,13.025611,77.585235
R T Nagar,2018,Fatal,Others,City or Town Road,13.01844,77.598882
R T Nagar,2018,Grievous Injury,Hit and Run,City or Town Road,13.025611,77.585235
R T Nagar,2018,Damage Only,Others,City or Town Road,13.013778,77.587788
R T Nagar,2018,Simple Injury,Not Applicable,City or Town Road,13.027011,77.58575
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.042376,77.580889
R T Nagar,2018,Simple Injury,Not Applicable,City or Town Road,13.030638,77.574238
R T Nagar,2018,Grievous Injury,Others,City or Town Road,13.026029,77.603817
R T Nagar,2018,Grievous Injury,Hit and Run,City or Town Road,13.022809,77.584505
R T Nagar,2018,Grievous Injury,Others,City or Town Road,13.03783,77.568326
R T Nagar,2018,Grievous Injury,Others,City or Town Road,13.027011,77.58575
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.009157,77.594547
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.009157,77.594547
R T Nagar,2018,Grievous Injury,Not Applicable,City or Town Road,13.041551,77.57266
R T Nagar,2018,Damage Only,Hit and Run,City or Town Road,13.026029,77.603817
R T Nagar,2018,Damage Only,Others,City or Town Road,13.025611,77.585235
R T Nagar,2018,Grievous Injury,Hit and Run,City or Town Road,13.013443,77.59149
R T Nagar,2018,Damage Only,Others,City or Town Road,13.034129,77.568487
R T Nagar,2018,Grievous Injury,Hit and Run,City or Town Road,13.020666,77.59253
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.011865,77.593571
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.022809,77.584505
R T Nagar,2018,Grievous Injury,Others,Others,13.027011,77.585235
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.027387,77.576866
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.025611,77.585235
R T Nagar,2018,Damage Only,Others,City or Town Road,13.03345,77.575954
R T Nagar,2018,Grievous Injury,Others,City or Town Road,13.039282,77.589462
R T Nagar,2018,Damage Only,Not Applicable,City or Town Road,13.026029,77.603817
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.006147,77.592959
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.013778,77.787758
R T Nagar,2018,Simple Injury,Others,City or Town Road,13.011196,77.589698
R T Nagar,2018,Grievous Injury,Others,Others,13.042481,77.573251
R T Nagar,2018,Simple Injury,Hit and Run,City or Town Road,13.024889,77.592884
R T Nagar,2019,Grievous Injury,Others,City or Town Road,13.026834,77.579741
R T Nagar,2019,Simple Injury,Others,Others,13.022809,77.584505
R T Nagar,2019,Grievous Injury,Not Applicable,Not Applicable,13.031872,77.576866
R T Nagar,2019,Grievous Injury,Not Applicable,Others,13.009868,77.590653
