station,year,severity,collision,road_type,lat,lng
U.Gate,2019,Grievous Injury,Vehicle to Vehicle,Others,12.963631,77.584354
U.Gate,2019,Grievous Injury,Vehicle to Vehicle,Others,12.970553,77.584253
U.Gate,2019,Grievous Injury,Vehicle to Vehicle,Others,12.972539,77.586797
U.Gate,2019,Grievous Injury,Vehicle to Vehicle,Others,12.963897,77.585347
U.Gate,2019,Grievous Injury,Vehicle to Vehicle,Others,12.96708,77.587464
U.Gate,2019,Grievous Injury,Hit pedestrian,Others,12.970133,77.587074
U.Gate,2019,Simple Injury,Vehicle to Vehicle,Others,12.965549,77.586701
U.Gate,2019,Grievous Injury,Hit pedestrian,Others,12.971186,77.586939
U.Gate,2019,Damage Only,Vehicle to Vehicle,Not Applicable,12.963804,77.585315
U.Gate,2019,Grievous Injury,Hit pedestrian,Others,12.966709,77.587876
U.Gate,2019,Simple Injury,Hit pedestrian,Others,12.967838,77.568608
U.Gate,2019,Simple Injury,Vehicle to Vehicle,Others,12.961404,77.584086
U.Gate,2019,Grievous Injury,Vehicle to Vehicle,Others,12.963646,77.585218
U.Gate,2019,Damage Only,Vehicle to Vehicle,Others,12.968641,77.587252
U.Gate,2020,Simple Injury,Hit pedestrian,Others,12.974327,77.566577
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.966973,77.587417
U.Gate,2020,Fatal,Vehicle to Vehicle,Others,12.964055,77.585356
U.Gate,2020,Damage Only,Vehicle to Vehicle,Others,12.967454,77.588759
U.Gate,2020,Simple Injury,Vehicle to Vehicle,Others,12.96161,77.584034
U.Gate,2020,Grievous Injury,Hit pedestrian,Others,12.968691,77.586402
U.Gate,2020,Grievous Injury,Hit pedestrian,Others,12.970769,77.58446
U.Gate,2020,Damage Only,Vehicle to Vehicle,Others,12.967081,77.58747
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.961394,77.584087
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.976056,77.587082
U.Gate,2020,Fatal,Vehicle to Vehicle,Others,12.970079,77.587079
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.970745,77.584012
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.963559,77.5853911
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.966927,77.587458
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.965488,77.586817
U.Gate,2020,Simple Injury,Hit pedestrian,Others,12.970843,77.583891
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.966935,77.587486
U.Gate,2020,Damage Only,Vehicle to Vehicle,Others,12.964155,77.58548
U.Gate,2020,Grievous Injury,Hit pedestrian,Others,12.96899,77.586034
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.967805,77.587478
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.961134,77.587575
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.967498,77.587405
U.Gate,2020,Grievous Injury,Hit pedestrian,Others,12.971672,77.584233
U.Gate,2020,Grievous Injury,Vehicle to Vehicle,Others,12.971136,77.583562
U.Gate,2020,Damage Only,Vehicle to Vehicle,Others,12.971084,77.5836
U.Gate,2021,Simple Injury,Hit pedestrian,Others,12.965264,77.584185
U.Gate,2021,Simple Injury,Not Applicable,Others,12.968954,77.58721
U.Gate,2021,Fatal,Hit pedestrian,Others,12.976833,77.585972
U.Gate,2021,Grievous Injury,Hit pedestrian,Others,12.97245,77.58206
U.Gate,2021,Grievous Injury,Not Applicable,Others,12.968985,77.587189
U.Gate,2021,Grievous Injury,Not Applicable,Others,12.971409,77.586913
U.Gate,2021,Grievous Injury,Vehicle to Vehicle,Others,12.965472,77.586685
U.Gate,2021,Damage Only,Not Applicable,Others,12.969052,77.587176
U.Gate,2021,Damage Only,Vehicle to Vehicle,Others,12.965555,77.5867
U.Gate,2021,Simple Injury,Vehicle to Vehicle,Others,12.977305,77.585358
U.Gate,2021,Grievous Injury,Vehicle to Vehicle,Others,12.973953,77.583384
U.Gate,2021,Fatal,Hit pedestrian,Others,12.966715,77.587862
U.Gate,2021,Simple Injury,Vehicle to Vehicle,Others,12.967731,77.588174
U.Gate,2021,Grievous Injury,Hit pedestrian,Others,12.974388,77.586698
U.Gate,2021,Grievous Injury,Hit pedestrian,Not Applicable,12.967762,77.588029
U.Gate,2021,Grievous Injury,Vehicle to Vehicle,Others,12.963905,77.585379
U.Gate,2021,Damage Only,Vehicle to Vehicle,Others,12.965526,77.586737
U.Gate,2021,Grievous Injury,Vehicle to Vehicle,Others,12.966789,77.587911
U.Gate,2021,Grievous Injury,Vehicle to Vehicle,Others,12.963366,77.584978
U.Gate,2021,Grievous Injury,Vehicle to Vehicle,Others,12.96525,77.586631
U.Gate,2021,Simple Injury,Vehicle to Vehicle,Others,12.96317,77.584955
U.Gate,2021,Grievous Injury,Vehicle to Vehicle,Others,12.966938,77.587482
U.Gate,2021,Damage Only,Vehicle to Vehicle,Others,12.961217,77.587564
U.Gate,2021,Grievous Injury,Hit pedestrian,Others,12.961385,77.584083
U.Gate,2022,Grievous Injury,Not Applicable,Others,12.9643,77.579161
U.Gate,2022,Grievous Injury,Hit pedestrian,Not Applicable,12.96546,77.586838
U.Gate,2022,Damage Only,Vehicle to Vehicle,Others,12.967709,77.588241
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.963572,77.58396
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.971811,77.582829
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.965265,77.586761
U.Gate,2022,Damage Only,Vehicle to Vehicle,Others,12.963869,77.585155
U.Gate,2022,Fatal,Hit pedestrian,Others,12.975875,77.5872
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.964572,77.586017
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.965486,77.586826
U.Gate,2022,Damage Only,Vehicle to Vehicle,Others,12.967709,77.588241
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.966915,77.587474
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.967354,77.588396
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.967758,77.588155
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.965487,77.586812
U.Gate,2022,Fatal,Vehicle to Vehicle,Others,12.972248,77.582305
U.Gate,2022,Simple Injury,Vehicle to Vehicle,Others,12.966872,77.587497
U.Gate,2022,Grievous Injury,Hit pedestrian,Others,12.9712,77.583568
U.Gate,2022,Grievous Injury,Hit pedestrian,Others,12.963366,77.582254
U.Gate,2022,Grievous Injury,Hit pedestrian,Others,12.972369,77.58351
U.Gate,2022,Grievous Injury,Hit pedestrian,Arterial,12.973346,77.586645
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.963865,77.584025
U.Gate,2022,Damage Only,Vehicle to Vehicle,Not Applicable,12.970752,77.586967
U.Gate,2022,Fatal,Hit pedestrian,Others,12.963391,77.582114
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.963704,77.584719
U.Gate,2022,Grievous Injury,Hit pedestrian,Others,12.972807,77.581597
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.9653,77.586667
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.967516,77.5887564
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.961492,77.584251
U.Gate,2022,Grievous Injury,Vehicle to Vehicle,Others,12.975862,77.587075
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Sub Arterial,12.975753,77.587219
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.972718,77.58169
U.Gate,2023,Grievous Injury,Hit pedestrian,One way,12.972751,77.581612
U.Gate,2023,Fatal,Hit pedestrian,One way,12.971797,77.586862
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,One way,12.966781,77.587592
U.Gate,2023,Simple Injury,Vehicle to Vehicle,One way,12.968366,77.59476
U.Gate,2023,Fatal,Hit pedestrian,One way,12.962578,77.589585
U.Gate,2023,Damage Only,Vehicle to Vehicle,Others,12.975814,77.587295
U.Gate,2023,Fatal,Hit pedestrian,Others,12.967975,77.587426
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.962321,77.594631
U.Gate,2023,Not Applicable,Vehicle to Vehicle,One way,12.970939,77.586999
U.Gate,2023,Simple Injury,Vehicle to Vehicle,Others,12.963379,77.582685
U.Gate,2023,Fatal,Hit pedestrian,Others,12.965726,77.585953
U.Gate,2023,Damage Only,Not Applicable,Others,12.966484,77.587214
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,One way,12.962773,77.584822
U.Gate,2023,Simple Injury,Vehicle to Vehicle,One way,12.973726,77.586625
U.Gate,2023,Damage Only,Vehicle to Vehicle,Others,12.967531,77.588397
U.Gate,2023,Fatal,Not Applicable,Others,12.961345,77.584744
U.Gate,2023,Damage Only,Vehicle to Vehicle,Others,12.962678,77.584783
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.965366,77.58445
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Two way,12.961007,77.588258
U.Gate,2023,Fatal,Vehicle to Vehicle,Others,12.968624,77.587318
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.967898,77.591431
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.963819,77.585212
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.962896,77.594126
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.966769,77.587598
U.Gate,2023,Damage Only,Vehicle to Vehicle,Others,12.966393,77.595151
U.Gate,2023,Grievous Injury,Not Applicable,Sub Arterial,12.967017,77.594655
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,One way,12.962035,77.589356
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.970845,77.583469
U.Gate,2023,Damage Only,Not Applicable,Others,12.97288,77.581532
U.Gate,2023,Simple Injury,Hit pedestrian,One way,12.963842,77.585288
U.Gate,2023,Grievous Injury,Hit pedestrian,One way,12.969108,77.587222
U.Gate,2023,Grievous Injury,Not Applicable,Others,12.966252,77.587498
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.971118,77.583604
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.968051,77.58705
U.Gate,2023,Damage Only,Vehicle to Vehicle,Others,12.96139,77.584101
U.Gate,2023,Grievous Injury,Not Applicable,Others,12.964593,77.59678
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.968148,77.582246
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,One way,12.966701,77.587851
U.Gate,2023,Grievous Injury,Hit pedestrian,One way,12.968343,77.586789
U.Gate,2023,Grievous Injury,Not Applicable,Others,12.975669,77.587163
U.Gate,2023,Simple Injury,Vehicle to Vehicle,One way,12.967634,77.58731
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,One way,12.967465,77.594201
U.Gate,2023,Grievous Injury,Hit pedestrian,One way,12.968091,77.587002
U.Gate,2023,Fatal,Vehicle to Vehicle,Others,12.975956,77.587464
U.Gate,2023,Damage Only,Vehicle to Vehicle,One way,12.966759,77.587388
U.Gate,2023,Grievous Injury,Vehicle to Vehicle,Others,12.964369,77.584022
U.Gate,2023,Damage Only,Vehicle to Vehicle,Others,12.964995,77.596335
U.Gate,2023,Grievous Injury,Hit pedestrian,Others,12.966916,77.588039
U.Gate,2023,Damage Only,Vehicle to Vehicle,Others,12.963951,77.585465
U.Gate,2023,Damage Only,Vehicle to Vehicle,Service Road,12.96152,77.587632
Halasooru,2016,Grievous Injury,Hit bicyclist,Residential Street,12.9655154347185,77.62682058415619
Halasooru,2016,Grievous Injury,Rear end,Two way,12.9776334953876,77.62767771151711
Halasooru,2016,Damage Only,Rear end,Two way,12.9548847040426,77.6413354544365
Halasooru,2016,Grievous Injury,Head on,City or Town Road,12.9607997548932,77.641776871903
Halasooru,2016,Grievous Injury,Right Turn Collision,City or Town Road,12.9694993290332,77.6301267050971
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.971849225063,77.61954797098089
Halasooru,2016,Fatal,Hit pedestrian,City or Town Road,12.9722887102622,77.6197586931537
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9733996985742,77.61485836195311
Halasooru,2016,Damage Only,Hit and Run,City or Town Road,12.9611339269144,77.6387561547972
Halasooru,2016,Simple Injury,Hit and Run,Two way,12.9607997548932,77.64177687190339
Halasooru,2016,Simple Injury,Overturning,City or Town Road,12.9828702588756,77.6252491326689
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9783781641539,77.6290294277283
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9582155411167,77.64141356774739
Halasooru,2016,Simple Injury,Rear end,City or Town Road,12.9629700142222,77.6289923251223
Halasooru,2016,Damage Only,Hit and Run,City or Town Road,12.9615099423649,77.6360023404116
Halasooru,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.9722887102622,77.6197586931537
Halasooru,2016,Simple Injury,Hit and Run,Village Road,12.9562436165435,77.6386186726884
Halasooru,2016,Simple Injury,Overturning,City or Town Road,12.9629700142222,77.6289923251223
Halasooru,2016,Damage Only,Head on,City or Town Road,12.9654082364545,77.618006858143
Halasooru,2016,Fatal,Hit and Run,City or Town Road,12.9629700142222,77.6289923251223
Halasooru,2016,Grievous Injury,Hit bicyclist,City or Town Road,12.9611339269144,77.6387561547972
Halasooru,2016,Grievous Injury,Hit pedestrian,Others,12.9783781641539,77.6290294277283
Halasooru,2016,Fatal,Hit and Run,City or Town Road,12.9648228274777,77.6289923251223
Halasooru,2016,Grievous Injury,Head on,City or Town Road,12.9629700142222,77.6289923251223
Halasooru,2016,Grievous Injury,Head on,City or Town Road,12.9759683407009,77.6201657934
Halasooru,2016,Grievous Injury,Rear end,City or Town Road,12.9607997548932,77.64177687190339
Halasooru,2016,Damage Only,Hit and Run,City or Town Road,12.9806488926147,77.616832924494
Halasooru,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.9725382117654,77.6262154516229
Halasooru,2016,Damage Only,Head on,Residential Street,12.9661634067386,77.6254082086355
Halasooru,2016,Fatal,Hit and Run,City or Town Road,12.9684105754768,77.6300430120628
Halasooru,2016,Fatal,Hit and Run,Others,12.9607997548932,77.641776871903
Halasooru,2016,Grievous Injury,Others,City or Town Road,12.9648228274777,77.6259406435361
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9734869657393,77.6227476685126
Halasooru,2016,Grievous Injury,Hit pedestrian,Others,12.9684105754768,77.6300430120628
Halasooru,2016,Fatal,Rear end,City or Town Road,12.9548847040426,77.6413354
Halasooru,2016,Grievous Injury,Hit bicyclist,City or Town Road,12.9607997548932,77.64177687190339
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9582155411167,77.64141356774739
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9548847040426,77.6413354544365
Halasooru,2016,Grievous Injury,Overturning,City or Town Road,12.9611339269144,77.6387561547972
Halasooru,2016,Fatal,Rear end,City or Town Road,12.9461079741908,77.6413354544365
Halasooru,2016,Damage Only,Rear end,City or Town Road,12.973854850649,77.6137430808423
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9629700142222,77.6289923251223
Halasooru,2016,Fatal,Others,City or Town Road,12.9629700142222,77.6289923251223
Halasooru,2016,Damage Only,Hit and Run,Two way,12.9790422452262,77.621069862809
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9722887102622,77.6197586931537
Halasooru,2016,Damage Only,Hit parked vehicle,City or Town Road,12.9751704555914,77.6201657934367
Halasooru,2016,Grievous Injury,Others,City or Town Road,12.9632138726523,77.62759394304129
Halasooru,2016,Grievous Injury,Right Turn Collision,Two way,12.971849225063,77.61954797098089
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9728621503643,77.62895057618
Halasooru,2016,Grievous Injury,Hit and Run,City or Town Road,12.9548847040426,77.6413354544365
Halasooru,2016,Damage Only,Rear end,City or Town Road,12.9648228274777,77.6259406435361
Halasooru,2016,Fatal,Hit pedestrian,City or Town Road,12.9632138726523,77.62759394304129
Halasooru,2016,Grievous Injury,Rear end,City or Town Road,12.973854850649,77.6137430808423
Halasooru,2016,Simple Injury,Hit bicyclist,Village Road,12.9752333332964,77.6231566550016
Halasooru,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.9657504634943,77.61997921822899
Halasooru,2016,Simple Injury,Hit parked vehicle,City or Town Road,12.9611339269144,77.6360023404116
Halasooru,2016,Fatal,Side swipe,City or Town Road,12.981837168305,77.6314725737706
Halasooru,2016,Grievous Injury,Rear end,Two way,12.9668713852714,77.6206932052587
Halasooru,2017,Simple Injury,Hit and Run,Arterial,12.9629700142222,77.6289923251223
Halasooru,2017,Grievous Injury,Overturning,City or Town Road,12.9751704555914,77.62016579343
Halasooru,2017,Simple Injury,Head on,City or Town Road,12.962359,77.637651
Halasooru,2017,Grievous Injury,Hit and Run,City or Town Road,12.961115,77.641783
Halasooru,2017,Simple Injury,Side impact or Right angle,City or Town Road,12.972707,77.620095
Halasooru,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.968968,77.636052
Halasooru,2017,Simple Injury,Side swipe,City or Town Road,12.971265,77.631409
Halasooru,2017,Grievous Injury,Hit and Run,City or Town Road,12.965856,77.625369
Halasooru,2017,Fatal,Skidding or Self accident,City or Town Road,12.980887,77.646181
Halasooru,2017,Grievous Injury,Others,City or Town Road,12.98116,77.637467
Halasooru,2017,Fatal,Hit pedestrian,City or Town Road,12.973278,77.622461
Halasooru,2017,Grievous Injury,Head on,City or Town Road,12.987595,77.63554
Halasooru,2017,Damage Only,Rear end,City or Town Road,12.97339310627,77.616506643182
Halasooru,2017,Damage Only,Hit fixed object,City or Town Road,12.9780763,77.638077
Halasooru,2017,Damage Only,Hit and Run,City or Town Road,12.9759683407009,77.6201654412651
Halasooru,2017,Fatal,Right Turn Collision,City or Town Road,12.9611339269144,77.6387561547972
Halasooru,2017,Grievous Injury,Others,City or Town Road,12.951658,77.640065
Halasooru,2017,Grievous Injury,Hit and Run,City or Town Road,12.975705,77.616402
Halasooru,2017,Simple Injury,Hit and Run,City or Town Road,12.973931,77.623566
Halasooru,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.985598,77.645147
Halasooru,2017,Grievous Injury,Rear end,City or Town Road,12.97362,77.646874
Halasooru,2017,Damage Only,Hit and Run,City or Town Road,12.9764139128091,77.6146593214762
Halasooru,2017,Grievous Injury,Hit and Run,City or Town Road,12.9722887102622,77.6197586931537
Halasooru,2017,Simple Injury,Hit and Run,City or Town Road,12.976575,77.640418
Halasooru,2017,Grievous Injury,Others,City or Town Road,12.986373,77.63585
Halasooru,2017,Grievous Injury,Others,Others,12.976633,77.646681
Halasooru,2017,Simple Injury,Side swipe,City or Town Road,12.98116,77.637467
Halasooru,2017,Grievous Injury,Side impact or Right angle,City or Town Road,12.972806,77.620058
Halasooru,2017,Fatal,Hit pedestrian,City or Town Road,12.978392,77.6303
Halasooru,2017,Damage Only,Hit and Run,City or Town Road,12.953765,77.639737
Halasooru,2017,Grievous Injury,Head on,City or Town Road,12.973532,77.641388
Halasooru,2017,Grievous Injury,Side swipe,City or Town Road,12.968348,77.640371
Halasooru,2017,Damage Only,Hit and Run,City or Town Road,12.97336,77.635936
Halasooru,2017,Simple Injury,Side swipe,City or Town Road,12.963617,77.638403
Halasooru,2017,Simple Injury,Head on,City or Town Road,12.969535,77.636302
Halasooru,2017,Grievous Injury,Hit and Run,City or Town Road,12.978538,77.646609
Halasooru,2017,Simple Injury,Hit pedestrian,City or Town Road,12.978309,77.640653
Halasooru,2017,Grievous Injury,Hit and Run,City or Town Road,12.9611339269144,77.6360023404116
Halasooru,2017,Simple Injury,Right Turn Collision,City or Town Road,12.9682765245366,77.6266793818609
Halasooru,2017,Simple Injury,Head on,City or Town Road,12.9595938824011,77.64147832797991
